"grupo","especie","familia","ordem","categoria","lista_anterior"
"Fauna","Notholebias vermiculatus","Rivulidae","Cyprinodontiformes","CR","nao"
"Fauna","Ophthalmolebias bokermanni","Rivulidae","Cyprinodontiformes","CR","nao"
"Fauna","Ophthalmolebias constanciae","Rivulidae","Cyprinodontiformes","CR","nao"
"Fauna","Ophthalmolebias ilheusensis","Rivulidae","Cyprinodontiformes","EN","nao"
"Fauna","Ophthalmolebias perpendicularis","Rivulidae","Cyprinodontiformes","CR","nao"
"Fauna","Ophthalmolebias rosaceus","Rivulidae","Cyprinodontiformes","CR","nao"
"Fauna","Ophthalmolebias suzarti","Rivulidae","Cyprinodontiformes","VU","nao"
"Fauna","Pituna brevirostrata","Rivulidae","Cyprinodontiformes","CR","nao"
"Fauna","Pituna xinguensis","Rivulidae","Cyprinodontiformes","CR","nao"
"Fauna","Plesiolebias canabravensis","Rivulidae","Cyprinodontiformes","VU","nao"
"Fauna","Plesiolebias xavantei","Rivulidae","Cyprinodontiformes","EN","nao"
"Fauna","Simpsonichthys boitonei","Rivulidae","Cyprinodontiformes","CR","nao"
"Fauna","Simpsonichthys cholopteryx","Rivulidae","Cyprinodontiformes","EN","nao"
"Fauna","Simpsonichthys espinhacensis","Rivulidae","Cyprinodontiformes","EN","nao"
"Fauna","Simpsonichthys nigromaculatus","Rivulidae","Cyprinodontiformes","VU","nao"
"Fauna","Simpsonichthys parallelus","Rivulidae","Cyprinodontiformes","EN","nao"
"Fauna","Simpsonichthys punctulatus","Rivulidae","Cyprinodontiformes","CR","nao"
"Fauna","Simpsonichthys santanae","Rivulidae","Cyprinodontiformes","EN","nao"
"Fauna","Simpsonichthys zonatus","Rivulidae","Cyprinodontiformes","CR (PEX)","nao"
"Fauna","Spectrolebias reticulatus","Rivulidae","Cyprinodontiformes","CR","nao"
"Fauna","Trigonectes strigabundus","Rivulidae","Cyprinodontiformes","EN","nao"
"Fauna","Xenurolebias myersi","Rivulidae","Cyprinodontiformes","EN","nao"
"Fauna","Megalops atlanticus","Megalopidae","Elopiformes","VU","nao"
"Fauna","Sternarchella curvioperculata","Apteronotidae","Gymnotiformes","EN","nao"
"Fauna","Sternarchogiton zuanoni","Apteronotidae","Gymnotiformes","EN","nao"
"Fauna","Sternarchorhynchus britskii","Apteronotidae","Gymnotiformes","EN","nao"
"Fauna","Sternarchorhynchus caboclo","Apteronotidae","Gymnotiformes","VU","nao"
"Fauna","Sternarchorhynchus higuchii","Apteronotidae","Gymnotiformes","CR","nao"
"Fauna","Sternarchorhynchus inpai","Apteronotidae","Gymnotiformes","VU","nao"
"Fauna","Sternarchorhynchus jaimei","Apteronotidae","Gymnotiformes","CR","nao"
"Fauna","Sternarchorhynchus kokraimoro","Apteronotidae","Gymnotiformes","EN","nao"
"Fauna","Sternarchorhynchus mareikeae","Apteronotidae","Gymnotiformes","VU","nao"
"Fauna","Sternarchorhynchus severii","Apteronotidae","Gymnotiformes","VU","nao"
"Fauna","Sternarchorhynchus villasboasi","Apteronotidae","Gymnotiformes","EN","nao"
"Fauna","Tembeassu marauna","Apteronotidae","Gymnotiformes","CR","nao"
"Fauna","Archolaemus ferreirai","Sternopygidae","Gymnotiformes","VU","nao"
"Fauna","Archolaemus santosi","Sternopygidae","Gymnotiformes","VU","nao"
"Fauna","Eigenmannia vicentespelaea","Sternopygidae","Gymnotiformes","VU","nao"
"Fauna","Notorynchus cepedianus","Hexanchidae","Hexanchiformes","CR","nao"
"Fauna","Alopias superciliosus","Alopiidae","Lamniformes","EN","nao"
"Fauna","Alopias vulpinus","Alopiidae","Lamniformes","CR","nao"
"Fauna","Cetorhinus maximus","Cetorhinidae","Lamniformes","CR","nao"
"Fauna","Carcharodon carcharias","Lamnidae","Lamniformes","VU","nao"
"Fauna","Carcharias taurus","Odontaspididae","Lamniformes","CR","nao"
"Fauna","Ophidion holbrookii","Ophidiidae","Ophidiiformes","CR","nao"
"Fauna","Otophidium chickcharney","Ophidiidae","Ophidiiformes","CR (PEX)","nao"
"Fauna","Ginglymostoma cirratum","Ginglymostomatidae","Orectolobiformes","VU","nao"
"Fauna","Rhincodon typus","Rhincodontidae","Orectolobiformes","VU","nao"
"Fauna","Prognathodes obliquus","Chaetodontidae","Perciformes","VU","nao"
"Fauna","Crenicichla cyclostoma","Cichlidae","Perciformes","CR","nao"
"Fauna","Crenicichla empheres","Cichlidae","Perciformes","VU","nao"
"Fauna","Crenicichla hadrostigma","Cichlidae","Perciformes","VU","nao"
"Fauna","Crenicichla heckeli","Cichlidae","Perciformes","VU","nao"
"Fauna","Crenicichla jegui","Cichlidae","Perciformes","EN","nao"
"Fauna","Crenicichla jupiaensis","Cichlidae","Perciformes","EN","nao"
"Fauna","Crenicichla urosema","Cichlidae","Perciformes","EN","nao"
"Fauna","Teleocichla centisquama","Cichlidae","Perciformes","EN","nao"
"Fauna","Teleocichla cinderella","Cichlidae","Perciformes","EN","nao"
"Fauna","Teleocichla prionogenys","Cichlidae","Perciformes","VU","nao"
"Fauna","Teleocichla wajapi","Cichlidae","Perciformes","EN","nao"
"Fauna","Epinephelus itajara","Epinephelidae","Perciformes","CR","nao"
"Fauna","Epinephelus marginatus","Epinephelidae","Perciformes","VU","nao"
"Fauna","Epinephelus morio","Epinephelidae","Perciformes","VU","nao"
"Fauna","Elacatinus figaro","Gobiidae","Perciformes","VU","nao"
"Fauna","Kajikia albida","Istiophoridae","Perciformes","VU","nao"
"Fauna","Makaira nigricans","Istiophoridae","Perciformes","EN","nao"
"Fauna","Halichoeres rubrovirens","Labridae","Perciformes","VU","nao"
"Fauna","Malacoctenus brunoi","Labrisomidae","Perciformes","VU","nao"
"Fauna","Lutjanus cyanopterus","Lutjanidae","Perciformes","VU","nao"
"Fauna","Lutjanus purpureus","Lutjanidae","Perciformes","VU","nao"
"Fauna","Lopholatilus villarii","Malacanthidae","Perciformes","VU","nao"
"Fauna","Cerdale fasciata","Microdesmidae","Perciformes","EN","nao"
"Fauna","Polyprion americanus","Polyprionidae","Perciformes","CR","nao"
"Fauna","Microspathodon chrysurus","Pomacentridae","Perciformes","VU","nao"
"Fauna","Stegastes rocasensis","Pomacentridae","Perciformes","VU","nao"
"Fauna","Stegastes sanctipauli","Pomacentridae","Perciformes","VU","nao"
"Fauna","Stegastes trindadensis","Pomacentridae","Perciformes","VU","nao"
"Fauna","Scarus trispinosus","Scaridae","Perciformes","EN","nao"
"Fauna","Scarus zelindae","Scaridae","Perciformes","VU","nao"
"Fauna","Sparisoma axillare","Scaridae","Perciformes","VU","nao"
"Fauna","Sparisoma frondosum","Scaridae","Perciformes","VU","nao"
"Fauna","Sparisoma rocha","Scaridae","Perciformes","VU","nao"
"Fauna","Pogonias cromis","Sciaenidae","Perciformes","EN","nao"
"Fauna","Thunnus thynnus","Scombridae","Perciformes","EN","nao"
"Fauna","Choranthias salmopunctatus","Serranidae","Perciformes","VU","nao"
"Fauna","Hyporthodus nigritus","Serranidae","Perciformes","EN","nao"
"Fauna","Hyporthodus niveatus","Serranidae","Perciformes","VU","nao"
"Fauna","Mycteroperca bonaci","Serranidae","Perciformes","VU","nao"
"Fauna","Mycteroperca interstitialis","Serranidae","Perciformes","VU","nao"
"Fauna","Enneanectes smithi","Tripterygiidae","Perciformes","VU","nao"
"Fauna","Achirus mucuri","Achiridae","Pleuronectiformes","VU","nao"
"Fauna","Pristis pectinata","Pristidae","Pristiformes","CR (PEX)","nao"
"Fauna","Pristis pristis","Pristidae","Pristiformes","CR","nao"
"Fauna","Bathytoshia centroura","Dasyatidae","Rajiformes","CR","nao"
"Fauna","Fontitrygon colarensis","Dasyatidae","Rajiformes","VU","nao"
"Fauna","Hypanus americanus","Dasyatidae","Rajiformes","VU","nao"
"Fauna","Hypanus marianae","Dasyatidae","Rajiformes","VU","nao"
"Fauna","Gymnura altavela","Gymnuridae","Rajiformes","CR","nao"
"Fauna","Manta birostris","Myliobatidae","Rajiformes","VU","nao"
"Fauna","Mobula mobular","Myliobatidae","Rajiformes","VU","nao"
"Fauna","Mobula tarapacana","Myliobatidae","Rajiformes","VU","nao"
"Fauna","Mobula thurstoni","Myliobatidae","Rajiformes","VU","nao"
"Fauna","Myliobatis freminvillei","Myliobatidae","Rajiformes","EN","nao"
"Fauna","Myliobatis goodei","Myliobatidae","Rajiformes","CR","nao"
"Fauna","Myliobatis ridens","Myliobatidae","Rajiformes","CR","nao"
"Fauna","Rhinoptera brasiliensis","Myliobatidae","Rajiformes","CR","nao"
"Fauna","Paratrygon aiereba","Potamotrygonidae","Rajiformes","CR","nao"
"Fauna","Atlantoraja castelnaui","Rajidae","Rajiformes","EN","nao"
"Fauna","Atlantoraja cyclophora","Rajidae","Rajiformes","VU","nao"
"Fauna","Rioraja agassizii","Rajidae","Rajiformes","VU","nao"
"Fauna","Sympterygia acuta","Rajidae","Rajiformes","EN","nao"
"Fauna","Sympterygia bonapartii","Rajidae","Rajiformes","EN","nao"
"Fauna","Pseudobatos horkelii","Rhinobatidae","Rajiformes","CR","nao"
"Fauna","Pseudobatos percellens","Rhinobatidae","Rajiformes","VU","nao"
"Fauna","Zapteryx brevirostris","Rhinobatidae","Rajiformes","VU","nao"
"Fauna","Urotrygon microphthalmum","Urolophidae","Rajiformes","VU","nao"
"Fauna","Scorpaenodes insularis","Scorpaenidae","Scorpaeniformes","VU","nao"
"Fauna","Genidens barbus","Ariidae","Siluriformes","EN","nao"
"Fauna","Genidens planifrons","Ariidae","Siluriformes","CR","nao"
"Fauna","Paragenidens grandoculis","Ariidae","Siluriformes","CR","nao"
"Fauna","Sciades parkeri","Ariidae","Siluriformes","VU","nao"
"Fauna","Corydoras lacerdai","Callichthyidae","Siluriformes","EN","nao"
"Fauna","Scleromystax macropterus","Callichthyidae","Siluriformes","EN","nao"
"Fauna","Kalyptodoras bahiensis","Doradidae","Siluriformes","EN","nao"
"Fauna","Rhynchodoras xingui","Doradidae","Siluriformes","EN","nao"
"Fauna","Chasmocranus brachynemus","Heptapteridae","Siluriformes","EN","nao"
"Fauna","Heptapterus multiradiatus","Heptapteridae","Siluriformes","CR (PEX)","nao"
"Fauna","Pimelodella kronei","Heptapteridae","Siluriformes","EN","nao"
"Fauna","Pimelodella spelaea","Heptapteridae","Siluriformes","EN","nao"
"Fauna","Rhamdia jequitinhonha","Heptapteridae","Siluriformes","VU","nao"
"Fauna","Rhamdiopsis krugi","Heptapteridae","Siluriformes","VU","nao"
"Fauna","Taunayia bifasciata","Heptapteridae","Siluriformes","VU","nao"
"Fauna","Ancistrus cryptophthalmus","Loricariidae","Siluriformes","EN","nao"
"Fauna","Ancistrus formoso","Loricariidae","Siluriformes","VU","nao"
"Fauna","Ancistrus minutus","Loricariidae","Siluriformes","EN","nao"
"Fauna","Baryancistrus longipinnis","Loricariidae","Siluriformes","CR","nao"
"Fauna","Baryancistrus niveatus","Loricariidae","Siluriformes","CR","nao"
"Fauna","Delturus parahybae","Loricariidae","Siluriformes","CR","nao"
"Fauna","Harttia depressa","Loricariidae","Siluriformes","EN","nao"
"Fauna","Harttia dissidens","Loricariidae","Siluriformes","VU","nao"
"Fauna","Harttia panara","Loricariidae","Siluriformes","VU","nao"
"Fauna","Harttia villasboas","Loricariidae","Siluriformes","VU","nao"
"Fauna","Hemiancistrus megalopteryx","Loricariidae","Siluriformes","EN","nao"
"Fauna","Hypancistrus zebra","Loricariidae","Siluriformes","CR","nao"
"Fauna","Hypostomus subcarinatus","Loricariidae","Siluriformes","CR","nao"
"Fauna","Isbrueckerichthys saxicola","Loricariidae","Siluriformes","EN","nao"
"Fauna","Leporacanthicus joselimai","Loricariidae","Siluriformes","VU","nao"
"Fauna","Lithoxus lithoides","Loricariidae","Siluriformes","VU","nao"
"Fauna","Loricaria coximensis","Loricariidae","Siluriformes","CR","nao"
"Fauna","Microlepidogaster perforatus","Loricariidae","Siluriformes","CR","nao"
"Fauna","Neoplecostomus botucatu","Loricariidae","Siluriformes","VU","nao"
"Fauna","Otothyris juquiae","Loricariidae","Siluriformes","CR","nao"
"Fauna","Parancistrus nudiventris","Loricariidae","Siluriformes","EN","nao"
"Fauna","Pareiorhaphis nasuta","Loricariidae","Siluriformes","CR","nao"
"Fauna","Pareiorhaphis scutula","Loricariidae","Siluriformes","EN","nao"
"Fauna","Parotocinclus spilurus","Loricariidae","Siluriformes","EN","nao"
"Fauna","Plesioptopoma curvidens","Loricariidae","Siluriformes","CR","nao"
"Fauna","Pogonopoma obscurum","Loricariidae","Siluriformes","EN","nao"
"Fauna","Pogonopoma parahybae","Loricariidae","Siluriformes","EN","nao"
"Fauna","Pseudotocinclus juquiae","Loricariidae","Siluriformes","CR","nao"
"Fauna","Pseudotocinclus tietensis","Loricariidae","Siluriformes","EN","nao"
"Fauna","Scobinancistrus aureatus","Loricariidae","Siluriformes","VU","nao"
"Fauna","Scobinancistrus pariolispos","Loricariidae","Siluriformes","VU","nao"
"Fauna","Aguarunichthys tocantinsensis","Pimelodidae","Siluriformes","EN","nao"
"Fauna","Conorhynchos conirostris","Pimelodidae","Siluriformes","EN","nao"
"Fauna","Pimelodus joannis","Pimelodidae","Siluriformes","VU","nao"
"Fauna","Pimelodus stewartii","Pimelodidae","Siluriformes","VU","nao"
"Fauna","Pseudoplatystoma corruscans","Pimelodidae","Siluriformes","VU","nao"
"Fauna","Steindachneridion amblyurum","Pimelodidae","Siluriformes","CR","nao"
"Fauna","Steindachneridion doceanum","Pimelodidae","Siluriformes","CR","nao"
"Fauna","Steindachneridion melanodermatum","Pimelodidae","Siluriformes","EN","nao"
"Fauna","Steindachneridion parahybae","Pimelodidae","Siluriformes","EN","nao"
"Fauna","Steindachneridion scriptum","Pimelodidae","Siluriformes","EN","nao"
"Fauna","Lophiosilurus alexandri","Pseudopimelodidae","Siluriformes","VU","nao"
"Fauna","Microglanis maculatus","Pseudopimelodidae","Siluriformes","CR","nao"
"Fauna","Microglanis robustus","Pseudopimelodidae","Siluriformes","CR","nao"
"Fauna","Cambeva crassicaudata","Trichomycteridae","Siluriformes","EN","nao"
"Fauna","Cambeva igobi","Trichomycteridae","Siluriformes","VU","nao"
"Fauna","Cambeva mboycy","Trichomycteridae","Siluriformes","EN","nao"
"Fauna","Cambeva paolence","Trichomycteridae","Siluriformes","EN","nao"
"Fauna","Cambeva papillifera","Trichomycteridae","Siluriformes","EN","nao"
"Fauna","Cambeva pascuali","Trichomycteridae","Siluriformes","CR","nao"
"Fauna","Cambeva tropeiro","Trichomycteridae","Siluriformes","CR","nao"
"Fauna","Glaphyropoma spinosum","Trichomycteridae","Siluriformes","VU","nao"
"Fauna","Ituglanis bambui","Trichomycteridae","Siluriformes","CR","nao"
"Fauna","Ituglanis cahyensis","Trichomycteridae","Siluriformes","EN","nao"
"Fauna","Ituglanis epikarsticus","Trichomycteridae","Siluriformes","VU","nao"
"Fauna","Ituglanis mambai","Trichomycteridae","Siluriformes","EN","nao"
"Fauna","Ituglanis passensis","Trichomycteridae","Siluriformes","VU","nao"
"Fauna","Ituglanis ramiroi","Trichomycteridae","Siluriformes","VU","nao"
"Fauna","Listrura camposi","Trichomycteridae","Siluriformes","CR","nao"
"Fauna","Listrura nematopteryx","Trichomycteridae","Siluriformes","CR","nao"
"Fauna","Microcambeva draco","Trichomycteridae","Siluriformes","EN","nao"
"Fauna","Trichogenes claviger","Trichomycteridae","Siluriformes","CR","nao"
"Fauna","Trichomycterus dali","Trichomycteridae","Siluriformes","VU","nao"
"Fauna","Trichomycterus itacarambiensis","Trichomycteridae","Siluriformes","CR","nao"
"Fauna","Trichomycterus rubbioli","Trichomycteridae","Siluriformes","VU","nao"
"Fauna","Trichomycterus triguttatus","Trichomycteridae","Siluriformes","CR","nao"
"Fauna","Squatina argentina","Squatinidae","Squatiniformes","CR","nao"
"Fauna","Squatina guggenheim","Squatinidae","Squatiniformes","CR","nao"
"Fauna","Squatina occulta","Squatinidae","Squatiniformes","CR","nao"
"Fauna","Hippocampus erectus","Syngnathidae","Syngnathiformes","VU","nao"
"Fauna","Hippocampus patagonicus","Syngnathidae","Syngnathiformes","VU","nao"
"Fauna","Hippocampus reidi","Syngnathidae","Syngnathiformes","VU","nao"
"Fauna","Narcine brasiliensis","Narcinidae","Torpediniformes","VU","nao"
"Flora","Aphelandra espirito-santensis","Acanthaceae",NA,"EN","nao"
"Flora","Aphelandra margaritae","Acanthaceae",NA,"VU","nao"
"Flora","Aphelandra maximiliana","Acanthaceae",NA,"EN","nao"
"Flora","Aphelandra rigida","Acanthaceae",NA,"EN","nao"
"Flora","Aphelandra stephanophysa","Acanthaceae",NA,"VU","nao"
"Flora","Dyschoriste lavandulacea","Acanthaceae",NA,"EN","nao"
"Flora","Dyschoriste smithii","Acanthaceae",NA,"CR","nao"
"Flora","Justicia clausseniana","Acanthaceae",NA,"EN","nao"
"Flora","Justicia genuflexa","Acanthaceae",NA,"VU","nao"
"Flora","Justicia meyeniana","Acanthaceae",NA,"EN","nao"
"Flora","Justicia nervata","Acanthaceae",NA,"EN","nao"
"Flora","Justicia polita","Acanthaceae",NA,"EN","nao"
"Flora","Justicia ramulosa","Acanthaceae",NA,"VU","nao"
"Flora","Justicia tijucensis","Acanthaceae",NA,"VU","nao"
"Flora","Odontonema dissitiflorum","Acanthaceae",NA,"EN","nao"
"Flora","Pachystachys dubiosa","Acanthaceae",NA,"EN","nao"
"Flora","Schaueria paranaensis","Acanthaceae",NA,"EN","nao"
"Flora","Staurogyne brachiata","Acanthaceae",NA,"EN","nao"
"Flora","Staurogyne elegans","Acanthaceae",NA,"VU","nao"
"Flora","Staurogyne euryphylla","Acanthaceae",NA,"EN","nao"
"Flora","Staurogyne itatiaiae","Acanthaceae",NA,"EN","nao"
"Flora","Staurogyne vauthieriana","Acanthaceae",NA,"EN","nao"
"Flora","Staurogyne veronicifolia","Acanthaceae",NA,"EN","nao"
"Flora","Staurogyne warmingiana","Acanthaceae",NA,"EN","nao"
"Flora","Stenandrium hatschbachii","Acanthaceae",NA,"EN","nao"
"Flora","Stenandrium stenophyllum","Acanthaceae",NA,"EN","nao"
"Flora","Kuhlmanniodendron macrocarpum","Achariaceae",NA,"EN","nao"
"Flora","Sagittaria lancifolia","Alismataceae",NA,"VU","nao"
"Flora","Alstroemeria amabilis","Alstroemeriaceae",NA,"EN","nao"
"Flora","Alstroemeria brasiliensis","Alstroemeriaceae",NA,"EN","nao"
"Flora","Alstroemeria capixaba","Alstroemeriaceae",NA,"CR","nao"
"Flora","Alstroemeria caryophyllaea","Alstroemeriaceae",NA,"EN","nao"
"Flora","Alstroemeria malmeana","Alstroemeriaceae",NA,"CR","nao"
"Flora","Alstroemeria orchidioides","Alstroemeriaceae",NA,"EN","nao"
"Flora","Alstroemeria penduliflora","Alstroemeriaceae",NA,"EN","nao"
"Flora","Alternanthera hirtula","Amaranthaceae",NA,"VU","nao"
"Flora","Alternanthera januarensis","Amaranthaceae",NA,"EN","nao"
"Flora","Amaranthus rosengurtii","Amaranthaceae",NA,"EN","nao"
"Flora","Froelichiella grisea","Amaranthaceae",NA,"EN","nao"
"Flora","Gomphrena centrota","Amaranthaceae",NA,"EN","nao"
"Flora","Gomphrena hatschbachiana","Amaranthaceae",NA,"EN","nao"
"Flora","Gomphrena nigricans","Amaranthaceae",NA,"CR","nao"
"Flora","Gomphrena paranensis","Amaranthaceae",NA,"VU","nao"
"Flora","Gomphrena pulchella","Amaranthaceae",NA,"EN","nao"
"Flora","Gomphrena regeliana","Amaranthaceae",NA,"VU","nao"
"Flora","Pfaffia argyrea","Amaranthaceae",NA,"EN","nao"
"Flora","Pfaffia minarum","Amaranthaceae",NA,"VU","nao"
"Flora","Quaternella glabratoides","Amaranthaceae",NA,"EN","nao"
"Flora","Griffinia aracensis","Amaryllidaceae",NA,"CR","nao"
"Flora","Griffinia colatinensis","Amaryllidaceae",NA,"CR","nao"
"Flora","Griffinia espiritensis","Amaryllidaceae",NA,"EN","nao"
"Flora","Griffinia gardneriana","Amaryllidaceae",NA,"EN","nao"
"Flora","Griffinia hyacinthina","Amaryllidaceae",NA,"EN","nao"
"Flora","Griffinia intermedia","Amaryllidaceae",NA,"EN","nao"
"Flora","Griffinia liboniana","Amaryllidaceae",NA,"EN","nao"
"Flora","Griffinia nocturna","Amaryllidaceae",NA,"CR","nao"
"Flora","Griffinia parviflora","Amaryllidaceae",NA,"CR","nao"
"Flora","Griffinia paubrasilica","Amaryllidaceae",NA,"CR","nao"
"Flora","Hippeastrum angustifolium","Amaryllidaceae",NA,"VU","nao"
"Flora","Hippeastrum brasilianum","Amaryllidaceae",NA,"EN","nao"
"Flora","Hippeastrum breviflorum","Amaryllidaceae",NA,"EN","nao"
"Flora","Hippeastrum leucobasis","Amaryllidaceae",NA,"CR","nao"
"Flora","Hippeastrum morelianum","Amaryllidaceae",NA,"VU","nao"
"Flora","Hippeastrum","Amaryllidaceae",NA,"CR","nao"
"Flora","Hippeastrum psittacinum","Amaryllidaceae",NA,"EN","nao"
"Flora","Hippeastrum","Amaryllidaceae",NA,"EN","nao"
"Flora","Hippeastrum santacatarina","Amaryllidaceae",NA,"EN","nao"
"Flora","Hippeastrum striatum","Amaryllidaceae",NA,"EN","nao"
"Flora","Hippeastrum vittatum","Amaryllidaceae",NA,"EN","nao"
"Flora","Worsleya procera","Amaryllidaceae",NA,"EN","nao"
"Flora","Zephyranthes blumenavia","Amaryllidaceae",NA,"EN","nao"
"Flora","Zephyranthes candida","Amaryllidaceae",NA,"EN","nao"
"Flora","Zephyranthes capivarina","Amaryllidaceae",NA,"VU","nao"
"Flora","Zephyranthes coerulea","Amaryllidaceae",NA,"VU","nao"
"Flora","Zephyranthes irwiniana","Amaryllidaceae",NA,"VU","nao"
"Flora","Zephyranthes paranaensis","Amaryllidaceae",NA,"EN","nao"
"Flora","Astronium balansae","Anacardiaceae",NA,"EN","nao"
"Flora","Astronium glaziovii","Anacardiaceae",NA,"EN","nao"
"Flora","Astronium pumilum","Anacardiaceae",NA,"VU","nao"
"Flora","Campnosperma gummiferum","Anacardiaceae",NA,"EN","nao"
"Flora","Schinopsis balansae","Anacardiaceae",NA,"EN","nao"
"Flora","Schinus ramboi","Anacardiaceae",NA,"EN","nao"
"Flora","Spondias admirabilis","Anacardiaceae",NA,"EN","nao"
"Flora","Spondias bahiensis","Anacardiaceae",NA,"EN","nao"
"Flora","Thyrsodium bolivianum","Anacardiaceae",NA,"EN","nao"
"Flora","Anemia blechnoides","Anemiaceae",NA,"VU","nao"
"Flora","Anemia dentata","Anemiaceae",NA,"VU","nao"
"Flora","Anemia gardneri","Anemiaceae",NA,"VU","nao"
"Flora","Anemia trichorhiza","Anemiaceae",NA,"VU","nao"
"Flora","Anisophyllea manausensis","Anisophylleaceae",NA,"VU","nao"
"Flora","Annona angustifolia","Annonaceae",NA,"EN","nao"
"Flora","Annona ferruginea","Annonaceae",NA,"CR","nao"
"Flora","Annona gardneri","Annonaceae",NA,"EN","nao"
"Flora","Annona parviflora","Annonaceae",NA,"VU","nao"
"Flora","Bocagea viridis","Annonaceae",NA,"VU","nao"
"Flora","Cymbopetalum euneurum","Annonaceae",NA,"EN","nao"
"Flora","Duguetia bahiensis","Annonaceae",NA,"VU","nao"
"Flora","Duguetia duckei","Annonaceae",NA,"EN","nao"
"Flora","Duguetia magnolioidea","Annonaceae",NA,"EN","nao"
"Flora","Duguetia microphylla","Annonaceae",NA,"EN","nao"
"Flora","Duguetia pohliana","Annonaceae",NA,"EN","nao"
"Flora","Duguetia restingae","Annonaceae",NA,"CR","nao"
"Flora","Duguetia rotundifolia","Annonaceae",NA,"VU","nao"
"Flora","Duguetia scottmorii","Annonaceae",NA,"EN","nao"
"Flora","Duguetia sooretamae","Annonaceae",NA,"EN","nao"
"Flora","Duguetia subcordata","Annonaceae",NA,"EN","nao"
"Flora","Guatteria attenuata","Annonaceae",NA,"CR","nao"
"Flora","Guatteria hispida","Annonaceae",NA,"EN","nao"
"Flora","Guatteria latifolia","Annonaceae",NA,"EN","nao"
"Flora","Guatteria stenocarpa","Annonaceae",NA,"EN","nao"
"Flora","Hornschuchia alba","Annonaceae",NA,"CR","nao"
"Flora","Hornschuchia cauliflora","Annonaceae",NA,"EN","nao"
"Flora","Hornschuchia leptandra","Annonaceae",NA,"EN","nao"
"Flora","Hornschuchia lianarum","Annonaceae",NA,"EN","nao"
"Flora","Hornschuchia myrtillus","Annonaceae",NA,"VU","nao"
"Flora","Hornschuchia obliqua","Annonaceae",NA,"EN","nao"
"Flora","Hornschuchia santosii","Annonaceae",NA,"EN","nao"
"Flora","Oxandra unibracteata","Annonaceae",NA,"CR","nao"
"Flora","Pseudoxandra bahiensis","Annonaceae",NA,"VU","nao"
"Flora","Pseudoxandra spiritus-sancti","Annonaceae",NA,"EN","nao"
"Flora","Trigynaea axilliflora","Annonaceae",NA,"EN","nao"
"Flora","Trigynaea oblongifolia","Annonaceae",NA,"EN","nao"
"Flora","Unonopsis aurantiaca","Annonaceae",NA,"EN","nao"
"Flora","Unonopsis bauxitae","Annonaceae",NA,"CR","nao"
"Flora","Unonopsis riedeliana","Annonaceae",NA,"EN","nao"
"Flora","Unonopsis sanctae-teresae","Annonaceae",NA,"CR","nao"
"Flora","Xylopia atlantica","Annonaceae",NA,"EN","nao"
"Flora","Xylopia brasiliensis","Annonaceae",NA,"VU","nao"
"Flora","Xylopia decorticans","Annonaceae",NA,"EN","nao"
"Flora","Xylopia involucrata","Annonaceae",NA,"VU","nao"
"Flora","Xylopia trichostemon","Annonaceae",NA,"VU","nao"
"Flora","Eryngium corallinum","Apiaceae",NA,"CR","nao"
"Flora","Eryngium divaricatum","Apiaceae",NA,"EN","nao"
"Flora","Eryngium dorae","Apiaceae",NA,"CR","nao"
"Flora","Eryngium falcifolium","Apiaceae",NA,"EN","nao"
"Flora","Eryngium fluminense","Apiaceae",NA,"VU","nao"
"Flora","Eryngium koehneanum","Apiaceae",NA,"VU","nao"
"Flora","Eryngium ombrophilum","Apiaceae",NA,"EN","nao"
"Flora","Eryngium ramboanum","Apiaceae",NA,"CR","nao"
"Flora","Eryngium scirpinum","Apiaceae",NA,"EN","nao"
"Flora","Eryngium smithii","Apiaceae",NA,"EN","nao"
"Flora","Eryngium urbanianum","Apiaceae",NA,"EN","nao"
"Flora","Eryngium zosterifolium","Apiaceae",NA,"VU","nao"
"Flora","Klotzschia rhizophylla","Apiaceae",NA,"EN","nao"
"Flora","Lilaeopsis brasiliensis","Apiaceae",NA,"VU","nao"
"Flora","Aspidosperma auriculatum","Apocynaceae",NA,"EN","nao"
"Flora","Aspidosperma castroanum","Apocynaceae",NA,"EN","nao"
"Flora","Aspidosperma confertiflorum","Apocynaceae",NA,"EN","nao"
"Flora","Aspidosperma formosanum","Apocynaceae",NA,"EN","nao"
"Flora","Aspidosperma huberianum","Apocynaceae",NA,"EN","nao"
"Flora","Aspidosperma nigricans","Apocynaceae",NA,"EN","nao"
"Flora","Aspidosperma obscurinervium","Apocynaceae",NA,"EN","nao"
"Flora","Aspidosperma occidentale","Apocynaceae",NA,"EN","nao"
"Flora","Aspidosperma oliganthum","Apocynaceae",NA,"EN","nao"
"Flora","Aspidosperma parvifolium","Apocynaceae",NA,"EN","nao"
"Flora","Aspidosperma rizzoanum","Apocynaceae",NA,"EN","nao"
"Flora","Aspidosperma salgadense","Apocynaceae",NA,"EN","nao"
"Flora","Aspidosperma thomasii","Apocynaceae",NA,"EN","nao"
"Flora","Ditassa auriflora","Apocynaceae",NA,"CR","nao"
"Flora","Ditassa cipoensis","Apocynaceae",NA,"EN","nao"
"Flora","Ditassa cordeiroana","Apocynaceae",NA,"EN","nao"
"Flora","Ditassa itambensis","Apocynaceae",NA,"EN","nao"
"Flora","Ditassa laevis","Apocynaceae",NA,"EN","nao"
