"componente","grupo","familia","ordem","especie","categoria_portaria148","lista_anterior"
"Fauna","Invertebrados aquaticos","Aeglidae","Decapoda","Aegla inconspicua","VU","sim"
"Fauna","Invertebrados aquaticos","Aeglidae","Decapoda","Aegla inermis","EN","sim"
"Fauna","Invertebrados aquaticos","Aeglidae","Decapoda","Aegla itacolomiensis","EN","sim"
"Fauna","Invertebrados aquaticos","Aeglidae","Decapoda","Aegla leachi","EN","sim"
"Fauna","Invertebrados aquaticos","Aeglidae","Decapoda","Aegla leptochela","CR","sim"
"Fauna","Invertebrados aquaticos","Aeglidae","Decapoda","Aegla leptodactyla","VU","sim"
"Fauna","Invertebrados aquaticos","Aeglidae","Decapoda","Aegla manuinflata","EN","sim"
"Fauna","Invertebrados aquaticos","Aeglidae","Decapoda","Aegla microphthalma","CR","sim"
"Fauna","Invertebrados aquaticos","Aeglidae","Decapoda","Aegla oblata","EN","sim"
"Fauna","Invertebrados aquaticos","Aeglidae","Decapoda","Aegla obstipa","EN","sim"
"Fauna","Invertebrados aquaticos","Aeglidae","Decapoda","Aegla perobae","CR","sim"
"Fauna","Invertebrados aquaticos","Aeglidae","Decapoda","Aegla renana","CR","sim"
"Fauna","Invertebrados aquaticos","Aeglidae","Decapoda","Aegla violacea","EN","sim"
"Fauna","Invertebrados aquaticos","Baetidae","Ephemeroptera","Adebrotus lugoi","VU","sim"
"Fauna","Invertebrados aquaticos","Baetidae","Ephemeroptera","Camelobaetidius juparana","VU","nao"
"Fauna","Invertebrados aquaticos","Baetidae","Ephemeroptera","Camelobaetidius maranhensis","VU","sim"
"Fauna","Invertebrados aquaticos","Baetidae","Ephemeroptera","Camelobaetidius spinosus","VU","sim"
"Fauna","Invertebrados aquaticos","Leptophlebiidae","Ephemeroptera","Hermanella amere","EN","sim"
"Fauna","Invertebrados aquaticos","Leptophlebiidae","Ephemeroptera","Hermanella nigra","VU","sim"
"Fauna","Invertebrados aquaticos","Leptophlebiidae","Ephemeroptera","Simothraulopsis eurybasis","VU","nao"
"Fauna","Invertebrados aquaticos","Brasileirinidae","Isopoda","Brasileirinho cavaticus","CR","nao"
"Fauna","Invertebrados aquaticos","Calabozoidae","Isopoda","Pongycarcinia xiphidiourus","EN","nao"
"Fauna","Invertebrados aquaticos","Pomatiopsidae","Littorinimorpha","Spiripockia punctata","CR","sim"
"Fauna","Invertebrados aquaticos","Aeshnidae","Odonata","Castoraeschna januaria","VU","sim"
"Fauna","Invertebrados aquaticos","Aeshnidae","Odonata","Rhionaeschna eduardoi","EN","sim"
"Fauna","Invertebrados aquaticos","Coenagrionidae","Odonata","Homeoura lindneri","VU","sim"
"Fauna","Invertebrados aquaticos","Coenagrionidae","Odonata","Leptagrion acutum","CR","sim"
"Fauna","Invertebrados aquaticos","Coenagrionidae","Odonata","Leptagrion bocainense","VU","sim"
"Fauna","Invertebrados aquaticos","Coenagrionidae","Odonata","Leptagrion capixabae","VU","sim"
"Fauna","Invertebrados aquaticos","Coenagrionidae","Odonata","Leptagrion porrectum","EN","sim"
"Fauna","Invertebrados aquaticos","Coenagrionidae","Odonata","Leptagrion vriesianum","VU","sim"
"Fauna","Invertebrados aquaticos","Gomphidae","Odonata","Phyllocycla bartica","VU","sim"
"Fauna","Invertebrados aquaticos","Libellulidae","Odonata","Elasmothemis schubarti","EN","sim"
"Fauna","Invertebrados aquaticos","Libellulidae","Odonata","Macrothemis tessellata","VU","sim"
"Fauna","Invertebrados aquaticos","Libellulidae","Odonata","Micrathyria borgmeieri","VU","sim"
"Fauna","Invertebrados aquaticos","Libellulidae","Odonata","Micrathyria divergens","VU","sim"
"Fauna","Invertebrados aquaticos","Megapodagrionidae","Odonata","Heteragrion petiense","EN","sim"
"Fauna","Invertebrados aquaticos","Pseudostigmatidae","Odonata","Mecistogaster pronoti","CR (PEX)","sim"
"Fauna","Invertebrados aquaticos","Streptaxidae","Pulmonata","Hypselartemon alveus","VU","sim"
"Fauna","Invertebrados aquaticos","Spongillidae","Spongillida","Racekiela cavernicola","VU","sim"
"Fauna","Invertebrados aquaticos","Dimarcusidae","Tricladida","Hausera hauseri","VU","nao"
"Fauna","Invertebrados aquaticos","Dugesiidae","Tricladida","Girardia arenicola","CR","nao"
"Fauna","Invertebrados aquaticos","Dugesiidae","Tricladida","Girardia desiderensis","CR","nao"
"Fauna","Invertebrados aquaticos","Dugesiidae","Tricladida","Girardia multidiverticulata","CR","nao"
"Fauna","Invertebrados aquaticos","Dugesiidae","Tricladida","Girardia paucipuntacta","CR","nao"
"Fauna","Invertebrados aquaticos","Uteriporidae","Tricladida","Sluysia triapertura","CR","nao"
"Fauna","Invertebrados aquaticos","Coenagrionidae","Zygoptera","Aceratobasis cornicauda","VU","sim"
"Fauna","Invertebrados aquaticos","Coenagrionidae","Zygoptera","Aceratobasis mourei","EN","sim"
"Fauna","Invertebrados aquaticos","Coenagrionidae","Zygoptera","Fluminagrion taxaense","CR (PEX)","sim"
"Fauna","Invertebrados aquaticos","Artesiidae","Amphipoda","Spelaeogammarus trajanoae","EN","nao"
"Fauna","Invertebrados aquaticos","Actiniidae","Actiniaria","Condylactis gigantea","EN","sim"
"Fauna","Invertebrados aquaticos","Milleporidae","Anthoathecata","Millepora laboreli","VU","sim"
"Fauna","Invertebrados aquaticos","Synaptidae","Apodida","Synaptula secreta","CR","sim"
"Fauna","Invertebrados aquaticos","Toxopneustidae","Camarodonta","Lytechinus variegatus","VU","sim"
"Fauna","Invertebrados aquaticos","Cassidulidae","Cassiduloida","Cassidulus mitis","EN","sim"
"Fauna","Invertebrados aquaticos","Gecarcinidae","Decapoda","Cardisoma guanhumi","VU","sim"
"Fauna","Invertebrados aquaticos","Gecarcinidae","Decapoda","Johngarthia lagostoma","EN","sim"
"Fauna","Invertebrados aquaticos","Spengelidae","Enteropneusta","Willeya loya","CR","sim"
"Fauna","Invertebrados aquaticos","Eunicidae","Eunicida","Eunice sebastiani","EN","sim"
"Fauna","Invertebrados aquaticos","Onuphidae","Eunicida","Diopatra cuprea","VU","sim"
"Fauna","Invertebrados aquaticos","Asteriidae","Forcipulatida","Coscinasterias tenuispina","VU","sim"
"Fauna","Invertebrados aquaticos","Strombidae","Littorinimorpha","Eustrombus goliath","VU","sim"
"Fauna","Invertebrados aquaticos","Strombidae","Littorinimorpha","Lobatus costatus","VU","sim"
"Fauna","Invertebrados aquaticos","Vermetidae","Littorinimorpha","Petaloconchus myrakeenae","VU","sim"
"Fauna","Invertebrados aquaticos","Pectinidae","Ostreoida","Euvola ziczac","EN","sim"
"Fauna","Invertebrados aquaticos","Astropectinidae","Paxillosida","Astropecten articulatus","VU","sim"
"Fauna","Invertebrados aquaticos","Astropectinidae","Paxillosida","Astropecten brasiliensis","VU","sim"
"Fauna","Invertebrados aquaticos","Astropectinidae","Paxillosida","Astropecten marginatus","VU","sim"
"Fauna","Invertebrados aquaticos","Luidiidae","Paxillosida","Luidia senegalensis","VU","sim"
"Fauna","Invertebrados aquaticos","Latrunculiidae","Poecilosclerida","Latrunculia janeirensis","VU","sim"
"Fauna","Invertebrados aquaticos","Mussidae","Scleractinia","Mussismilia braziliensis","VU","sim"
"Fauna","Invertebrados aquaticos","Mussidae","Scleractinia","Mussismilia harttii","EN","sim"
"Fauna","Invertebrados aquaticos","Halichondriidae","Suberitida","Halichondria cebimarensis","VU","sim"
"Fauna","Invertebrados aquaticos","Halichondriidae","Suberitida","Halichondria tenebrica","VU","sim"
"Fauna","Invertebrados aquaticos","Bouchardiidae","Terebratulida","Bouchardia rosea","EN","sim"
"Fauna","Invertebrados aquaticos","Ophidiasteridae","Valvatida","Linckia guildingi","VU","sim"
"Fauna","Invertebrados aquaticos","Oreasteridae","Valvatida","Oreaster reticulatus","VU","sim"
"Fauna","Peixes","Atherinopsidae","Atheriniformes","Odontesthes bicudo","EN","sim"
"Fauna","Peixes","Carcharhinidae","Carcharhiniformes","Carcharhinus galapagensis","CR","sim"
"Fauna","Peixes","Carcharhinidae","Carcharhiniformes","Carcharhinus longimanus","VU","sim"
"Fauna","Peixes","Carcharhinidae","Carcharhiniformes","Carcharhinus obscurus","EN","sim"
"Fauna","Peixes","Carcharhinidae","Carcharhiniformes","Carcharhinus perezi","VU","sim"
"Fauna","Peixes","Carcharhinidae","Carcharhiniformes","Carcharhinus plumbeus","CR","sim"
"Fauna","Peixes","Carcharhinidae","Carcharhiniformes","Carcharhinus porosus","CR","sim"
"Fauna","Peixes","Carcharhinidae","Carcharhiniformes","Carcharhinus signatus","EN","sim"
"Fauna","Peixes","Carcharhinidae","Carcharhiniformes","Isogomphodon oxyrhynchus","CR","sim"
"Fauna","Peixes","Carcharhinidae","Carcharhiniformes","Negaprion brevirostris","EN","sim"
"Fauna","Peixes","Sphyrnidae","Carcharhiniformes","Sphyrna lewini","CR","sim"
"Fauna","Peixes","Sphyrnidae","Carcharhiniformes","Sphyrna media","CR","sim"
"Fauna","Peixes","Sphyrnidae","Carcharhiniformes","Sphyrna mokarran","CR","sim"
"Fauna","Peixes","Sphyrnidae","Carcharhiniformes","Sphyrna tiburo","CR","sim"
"Fauna","Peixes","Sphyrnidae","Carcharhiniformes","Sphyrna tudes","CR","sim"
"Fauna","Peixes","Sphyrnidae","Carcharhiniformes","Sphyrna zygaena","CR","sim"
"Fauna","Peixes","Triakidae","Carcharhiniformes","Galeorhinus galeus","CR","sim"
"Fauna","Peixes","Triakidae","Carcharhiniformes","Mustelus canis","EN","sim"
"Fauna","Peixes","Triakidae","Carcharhiniformes","Mustelus fasciatus","CR","sim"
"Fauna","Peixes","Triakidae","Carcharhiniformes","Mustelus schmitti","CR","sim"
"Fauna","Peixes","Anostomidae","Characiformes","Hypomasticus thayeri","VU","sim"
"Fauna","Peixes","Anostomidae","Characiformes","Leporinus guttatus","VU","sim"
"Fauna","Peixes","Anostomidae","Characiformes","Leporinus pitingai","CR","sim"
"Fauna","Peixes","Anostomidae","Characiformes","Sartor tucuruiense","EN","sim"
"Fauna","Peixes","Characidae","Characiformes","Astyanax eremus","CR","sim"
"Fauna","Peixes","Characidae","Characiformes","Brycon devillei","EN","sim"
"Fauna","Peixes","Characidae","Characiformes","Brycon gouldingi","EN","sim"
"Fauna","Peixes","Characidae","Characiformes","Brycon insignis","EN","sim"
"Fauna","Peixes","Characidae","Characiformes","Brycon opalinus","VU","sim"
"Fauna","Peixes","Characidae","Characiformes","Brycon orbignyanus","CR","sim"
"Fauna","Peixes","Characidae","Characiformes","Brycon vermelha","EN","sim"
"Fauna","Peixes","Characidae","Characiformes","Bryconamericus lambari","EN","sim"
"Fauna","Peixes","Characidae","Characiformes","Diapoma pyrrhopteryx","EN","sim"
"Fauna","Peixes","Characidae","Characiformes","Hasemania crenuchoides","EN","sim"
"Fauna","Peixes","Characidae","Characiformes","Hasemania maxillaris","CR (PEX)","nao"
"Fauna","Peixes","Characidae","Characiformes","Hasemania melanura","CR (PEX)","nao"
"Fauna","Peixes","Characidae","Characiformes","Hasemania piatan","EN","sim"
"Fauna","Peixes","Characidae","Characiformes","Hasemania uberaba","EN","nao"
"Fauna","Peixes","Characidae","Characiformes","Henochilus wheatlandii","CR","sim"
"Fauna","Peixes","Characidae","Characiformes","Hollandichthys taramandahy","EN","sim"
"Fauna","Peixes","Characidae","Characiformes","Hyphessobrycon duragenys","EN","sim"
"Fauna","Peixes","Characidae","Characiformes","Hyphessobrycon flammeus","EN","sim"
"Fauna","Peixes","Characidae","Characiformes","Hyphessobrycon taurocephalus","CR (PEX)","nao"
"Fauna","Peixes","Characidae","Characiformes","Kolpotocheirodon figueiredoi","CR","sim"
"Fauna","Peixes","Characidae","Characiformes","Lepidocharax diamantina","EN","sim"
"Fauna","Peixes","Characidae","Characiformes","Mimagoniates lateralis","VU","sim"
"Fauna","Peixes","Characidae","Characiformes","Mimagoniates sylvicola","EN","sim"
"Fauna","Peixes","Characidae","Characiformes","Rachoviscus crassiceps","EN","sim"
"Fauna","Peixes","Characidae","Characiformes","Rachoviscus graciliceps","EN","sim"
"Fauna","Peixes","Characidae","Characiformes","Rhinopetitia potamorhachia","EN","sim"
"Fauna","Peixes","Characidae","Characiformes","Spintherobolus ankoseion","VU","sim"
"Fauna","Peixes","Characidae","Characiformes","Spintherobolus broccae","EN","sim"
"Fauna","Peixes","Characidae","Characiformes","Spintherobolus leptoura","EN","sim"
"Fauna","Peixes","Characidae","Characiformes","Spintherobolus papilliferus","EN","sim"
"Fauna","Peixes","Characidae","Characiformes","Stygichthys typhlops","EN","sim"
"Fauna","Peixes","Crenuchidae","Characiformes","Characidium grajahuensis","CR","sim"
"Fauna","Peixes","Crenuchidae","Characiformes","Characidium vestigipinne","CR","sim"
"Fauna","Peixes","Crenuchidae","Characiformes","Melanocharacidium nigrum","EN","sim"
"Fauna","Peixes","Cynodontidae","Characiformes","Roestes itupiranga","VU","sim"
"Fauna","Peixes","Lebiasinidae","Characiformes","Lebiasina marilynae","VU","sim"
"Fauna","Peixes","Lebiasinidae","Characiformes","Lebiasina melanoguttata","VU","sim"
"Fauna","Peixes","Lebiasinidae","Characiformes","Lebiasina minuta","VU","sim"
"Fauna","Peixes","Parodontidae","Characiformes","Apareiodon davisi","EN","sim"
"Fauna","Peixes","Prochilodontidae","Characiformes","Prochilodus britskii","EN","sim"
"Fauna","Peixes","Prochilodontidae","Characiformes","Prochilodus vimboides","VU","sim"
"Fauna","Peixes","Serrasalmidae","Characiformes","Mylesinus paucisquamatus","EN","sim"
"Fauna","Peixes","Serrasalmidae","Characiformes","Myloplus tiete","EN","sim"
"Fauna","Peixes","Serrasalmidae","Characiformes","Ossubtus xinguense","VU","sim"
"Fauna","Peixes","Anablepidae","Cyprinodontiformes","Jenynsia sanctaecatarinae","EN","sim"
"Fauna","Peixes","Poeciliidae","Cyprinodontiformes","Cnesterodon carnegiei","VU","sim"
"Fauna","Peixes","Poeciliidae","Cyprinodontiformes","Cnesterodon iguape","CR","sim"
"Fauna","Peixes","Poeciliidae","Cyprinodontiformes","Cnesterodon omorgmatos","CR","sim"
"Fauna","Peixes","Poeciliidae","Cyprinodontiformes","Pamphorichthys pertapeh","CR","sim"
"Fauna","Peixes","Poeciliidae","Cyprinodontiformes","Phalloptychus eigenmanni","CR","sim"
"Fauna","Peixes","Poeciliidae","Cyprinodontiformes","Phallotorynus fasciolatus","CR (PEX)","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Anablepsoides cearensis","CR","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Atlantirivulus lazzarotoi","CR","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Atlantirivulus maricensis","CR","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Atlantirivulus nudiventris","CR","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Atlantirivulus simplicis","EN","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Austrolebias adloffi","EN","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Austrolebias alexandri","EN","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Austrolebias arachan","VU","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Austrolebias araucarianus","VU","nao"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Austrolebias bagual","CR","nao"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Austrolebias camaquensis","EN","nao"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Austrolebias carvalhoi","CR","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Austrolebias cheradophilus","CR","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Austrolebias cinereus","CR","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Austrolebias cyaneus","EN","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Austrolebias ephemerus","EN","nao"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Austrolebias ibicuiensis","EN","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Austrolebias jaegari","CR","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Austrolebias litzi","VU","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Austrolebias nachtigalli","VU","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Austrolebias nigrofasciatus","EN","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Austrolebias paucisquama","VU","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Austrolebias pelotapes","CR","nao"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Austrolebias pongondo","EN","nao"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Austrolebias quirogai","CR","nao"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Austrolebias univentripinnis","CR","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Austrolebias varzeae","CR","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Campellolebias brucei","CR","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Campellolebias chrysolineatus","CR","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Campellolebias dorsimaculatus","CR","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Campellolebias intermedius","CR","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Cynolebias akroa","VU","nao"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Cynolebias elegans","CR","nao"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Cynolebias gorutuba","EN","nao"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Cynolebias griseus","EN","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Cynolebias leptocephalus","EN","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Cynolebias parnaibensis","CR","nao"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Cynopoecilus feltrini","VU","nao"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Cynopoecilus intimus","VU","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Hypsolebias adornatus","CR","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Hypsolebias alternatus","EN","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Hypsolebias auratus","CR","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Hypsolebias brunoi","VU","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Hypsolebias carlettoi","EN","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Hypsolebias delucai","VU","nao"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Hypsolebias faouri","VU","nao"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Hypsolebias fasciatus","VU","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Hypsolebias flammeus","EN","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Hypsolebias flavicaudatus","EN","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Hypsolebias fulminantis","CR","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Hypsolebias gardneri","EN","nao"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Hypsolebias ghisolfii","EN","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Hypsolebias gibberatus","VU","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Hypsolebias gilbertobrasili","CR","nao"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Hypsolebias guanambi","VU","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Hypsolebias hamadryades","CR","nao"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Hypsolebias harmonicus","VU","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Hypsolebias hellneri","EN","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Hypsolebias igneus","EN","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Hypsolebias janaubensis","CR","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Hypsolebias longignatus","VU","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Hypsolebias lopesi","CR","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Hypsolebias macaubensis","EN","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Hypsolebias magnificus","EN","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Hypsolebias marginatus","CR (PEX)","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Hypsolebias mediopapillatus","VU","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Hypsolebias multiradiatus","CR","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Hypsolebias nielseni","EN","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Hypsolebias notatus","EN","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Hypsolebias nudiorbitatus","VU","nao"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Hypsolebias picturatus","EN","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Hypsolebias radiseriatus","EN","nao"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Hypsolebias rufus","CR","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Hypsolebias shibattai","VU","nao"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Hypsolebias splendissimus","VU","nao"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Hypsolebias stellatus","EN","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Hypsolebias tocantinensis","CR","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Hypsolebias trilineatus","CR","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Hypsolebias virgulatus","CR","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Kryptolebias brasiliensis","EN","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Kryptolebias campelloi","CR","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Kryptolebias gracilis","CR","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Leptolebias marmoratus","CR","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Leptopanchax citrinipinnis","CR","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Leptopanchax itanhaensis","CR","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Leptopanchax opalescens","CR","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Leptopanchax splendens","CR","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Maratecoara formosa","VU","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Maratecoara splendida","VU","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Melanorivulus crixas","VU","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Melanorivulus illuminatus","VU","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Melanorivulus karaja","VU","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Melanorivulus kayapo","VU","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Melanorivulus kunzei","VU","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Melanorivulus pinima","EN","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Melanorivulus rubromarginatus","VU","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Melanorivulus rutilicaudus","VU","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Melanorivulus salmonicaudus","VU","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Melanorivulus scalaris","EN","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Melanorivulus ubirajarai","VU","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Melanorivulus vittatus","EN","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Moema piriana","CR (PEX)","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Nematolebias catimbau","CR","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Nematolebias papilliferus","CR","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Nematolebias whitei","CR","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Notholebias cruzi","CR","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Notholebias fractifasciatus","CR","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Notholebias minimus","EN","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Notholebias vermiculatus","CR","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Ophthalmolebias bokermanni","CR","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Ophthalmolebias constanciae","CR","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Ophthalmolebias ilheusensis","EN","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Ophthalmolebias perpendicularis","CR","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Ophthalmolebias rosaceus","CR","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Ophthalmolebias suzarti","VU","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Pituna brevirostrata","CR","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Pituna xinguensis","CR","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Plesiolebias canabravensis","VU","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Plesiolebias xavantei","EN","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Simpsonichthys boitonei","CR","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Simpsonichthys cholopteryx","EN","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Simpsonichthys espinhacensis","EN","nao"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Simpsonichthys nigromaculatus","VU","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Simpsonichthys parallelus","EN","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Simpsonichthys punctulatus","CR","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Simpsonichthys santanae","EN","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Simpsonichthys zonatus","CR (PEX)","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Spectrolebias reticulatus","CR","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Trigonectes strigabundus","EN","sim"
"Fauna","Peixes","Rivulidae","Cyprinodontiformes","Xenurolebias myersi","EN","sim"
"Fauna","Peixes","Megalopidae","Elopiformes","Megalops atlanticus","VU","sim"
"Fauna","Peixes","Apteronotidae","Gymnotiformes","Sternarchella curvioperculata","EN","sim"
"Fauna","Peixes","Apteronotidae","Gymnotiformes","Sternarchogiton zuanoni","EN","sim"
"Fauna","Peixes","Apteronotidae","Gymnotiformes","Sternarchorhynchus britskii","EN","sim"
"Fauna","Peixes","Apteronotidae","Gymnotiformes","Sternarchorhynchus caboclo","VU","sim"
"Fauna","Peixes","Apteronotidae","Gymnotiformes","Sternarchorhynchus higuchii","CR","sim"
"Fauna","Peixes","Apteronotidae","Gymnotiformes","Sternarchorhynchus inpai","VU","sim"
"Fauna","Peixes","Apteronotidae","Gymnotiformes","Sternarchorhynchus jaimei","CR","sim"
"Fauna","Peixes","Apteronotidae","Gymnotiformes","Sternarchorhynchus kokraimoro","EN","sim"
